Concentration,Avg_Ratio
0.2508,0.797992087327255
0.3237814077429401,0.7942404722714902
0.418,0.7948011415550145
0.47025,0.7902934614078889
0.53295,0.7915469705586342
0.59565,0.7961403441177018
0.65835,0.7806770989492945
0.72105,0.7842455048127164
0.78375,0.7709796618836768
0.9405,0.7603798509708706
1.2141802790360252,0.7529732283321282
1.5675,0.7520611361962564
