Concentration,Rep1,Rep2,Rep3
0.2508,0.8059625851089615,0.8125239587796244,0.8110247608028802
0.3237814077429401,0.811696836822465,0.8028579548834411,0.8067751981501531
0.418,0.8078642773414194,0.8076667749544485,0.8034850782568886
0.47025,0.8080997805166301,0.8102025879527318,0.8003587830080368
0.53295,0.8096345728127305,0.7968638919408001,0.7885957696348724
0.59565,0.7978459311600687,0.8011860298007755,0.800009540012402
0.65835,0.7780680907112587,0.787130335948941,0.7853010829160282
0.72105,0.7744364209523111,0.7744682745164951,0.7721093505448149
0.78375,0.7631364778316407,0.7564626337065788,0.7658067559232249
0.9405,0.7651176196096731,0.763245561678442,0.7601251097148112
1.2141802790360252,0.7615380955940819,0.7588047395435186,0.7579141607435758
1.5675,0.7638341638660331,0.7558085366563791,0.7554209906609037
