Surfactant,Assay,Time_min,FitType,A1,A2,x0,dx,r_squared
CHAPS,b,30,combined,0.8161327498125243,0.6502810030314549,6.995072307044839,1.1569655213782981,0.9955358557681728
CHAPS,c,0,average,0.8180993475411409,0.6520371897811208,7.328305051015641,0.9127602233051303,0.9979079578671528
CHAPS,c,0,combined,0.818099237968601,0.6520372402602365,7.328306027158807,0.9127568761022133,0.9860521227921587
CHAPS,c,5,average,0.8233535618354036,0.6500682163069926,7.36610708679544,0.8990225086033469,0.9945409730096626
CHAPS,c,5,combined,0.8233534574795087,0.6500682997610239,7.36610679317872,0.8990184849566017,0.9886350214992863
CHAPS,c,10,average,0.8202852362685183,0.649634541300275,7.40170624783678,0.855783912548847,0.996066267414074
CHAPS,c,10,combined,0.8202852123627257,0.6496345201996302,7.401707553379074,0.8557840626450386,0.9926946509295348
CHAPS,c,20,average,0.8244620389965163,0.6486791210935553,7.379794300828498,0.9021911164535936,0.9983994177631482
CHAPS,c,20,combined,0.8244620060969076,0.6486791260041613,7.379794925615675,0.9021904338055717,0.9937006154224856
CHAPS,c,30,average,0.8202716388260322,0.6510867429849788,7.398182685674275,0.744078911927623,0.998523745688834
CHAPS,c,30,combined,0.8202716370284772,0.6510867454849215,7.398182646164167,0.7440788135524363,0.9964318647142543
