Concentration,Rep1,Rep2,Rep3
3.2000000000000006,0.8136387715126951,0.8110889877850112,0.813114691847145
4.131182235954578,0.8096180743548096,0.813403364213689,0.8107975615804742
5.333333333333333,0.7740491523955295,0.7677748863000705,0.7714949843384481
6.0,0.7362743687974791,0.7564465715960148,0.7460757156048015
6.8,0.7162879087813762,0.7230253458547915,0.7241271134650642
7.6,0.700208240368883,0.7025208913649025,0.6945543316295438
8.4,0.6802134841341243,0.6755335050940373,0.6741047980183056
9.2,0.6686428166563411,0.6708755251309689,0.6723945795808434
10.0,0.6685159996071159,0.664040747845644,0.6617874187337732
12.000000000000002,0.6558833134388865,0.6583299694693813,0.6509133615383527
15.491933384829672,0.6416221821317659,0.6480165699552121,0.646380424003645
20.000000000000004,0.6499351536031172,0.6457485494112148,0.644678168166447
