Concentration,Avg_Ratio
3.2000000000000006,0.8180875215282
4.131182235954578,0.8172880535046527
5.333333333333333,0.8138964706581172
6.0,0.7967365565587118
6.8,0.7685459174584368
7.6,0.724374939290194
8.4,0.6818782296373463
9.2,0.6702446754893319
10.0,0.6588780809307996
12.000000000000002,0.6496324333509382
15.491933384829672,0.6477268188729286
20.000000000000004,0.6515949563577162
