Surfactant_1,Surfactant_2,conc_1,conc_2,cmc_rough,r2_rough,A1_rough,A2_rough,dx_rough,cmc_fine,r2_fine,A1_fine,A2_fine,dx_fine,replicates
NaDC,CAPB,0.8,0.2,3.288005849486316,0.9394145831881224,0.8015509753705846,0.6950505325696437,0.8198331826411536,3.3366143815266502,0.9702046977339372,0.7999852698465971,0.6986576711191971,0.07372236146962807,3
NaDC,NaC,0.5,0.5,4.671232538594213,0.9695498955558219,0.8247570414492169,0.6889570028908331,0.9394379165747018,4.745646174085363,0.9627155321093943,0.8111579116867522,0.6918639262173953,0.12036378667108508,3
NaDC,NaC,0.2,0.8,8.287298426659419,0.9780494700778116,0.797291944426137,0.6777611892173927,1.4558837163399503,8.401174660228369,0.9645399600023743,0.8090516966419389,0.6861113236607677,0.19900777399621394,3
NaDC,NaC,0.05,0.95,13.131838958741435,0.9715440988140596,0.8126463946679476,0.6621912250728855,2.6616171308218504,13.051859127971428,0.9725239744120183,0.8053438174082129,0.6680845218184212,0.328655514231304,3
