replicate,334_373,334_384,600,ratio,surfactant_1,surfactant_1_ratio,surfactant_2,surfactant_2_ratio,analysis,well_idx,concentration
1,149646.0,217349.0,0.0396,0.6885055831864881,NaDC,0.5,NaC,0.5,fine_fine,11,11.678081346485529
2,129607.0,163161.0,0.0402,0.7943503655898162,NaDC,0.5,NaC,0.5,fine_fine,12,1.868493015437685
2,136335.0,171615.0,0.0398,0.7944235643737435,NaDC,0.5,NaC,0.5,fine_fine,13,2.4122141104316777
2,136475.0,169274.0,0.0388,0.8062372248543781,NaDC,0.5,NaC,0.5,fine_fine,14,3.1141550257294752
2,137480.0,167417.0,0.0403,0.8211830339810174,NaDC,0.5,NaC,0.5,fine_fine,15,3.5034244039456595
2,123899.0,152433.0,0.0417,0.8128095622338994,NaDC,0.5,NaC,0.5,fine_fine,16,3.970547657805081
2,122225.0,152869.0,0.0426,0.7995407832850349,NaDC,0.5,NaC,0.5,fine_fine,17,4.437670911664502
2,157428.0,220658.0,0.0416,0.71344796019179,NaDC,0.5,NaC,0.5,fine_fine,18,4.904794165523922
2,159501.0,226416.0,0.0388,0.7044599321602714,NaDC,0.5,NaC,0.5,fine_fine,19,5.371917419383344
2,168480.0,241865.0,0.0399,0.6965869389948939,NaDC,0.5,NaC,0.5,fine_fine,20,5.839040673242765
2,167364.0,243312.0,0.0393,0.6878575655947918,NaDC,0.5,NaC,0.5,fine_fine,21,7.006848807891319
2,155094.0,230003.0,0.0398,0.674312943744212,NaDC,0.5,NaC,0.5,fine_fine,22,9.04580291411879
2,145499.0,211245.0,0.0395,0.6887689649459159,NaDC,0.5,NaC,0.5,fine_fine,23,11.678081346485529
3,122758.0,154802.0,0.0402,0.793000090438108,NaDC,0.5,NaC,0.5,fine_fine,24,1.868493015437685
3,130231.0,163660.0,0.0396,0.7957411707197849,NaDC,0.5,NaC,0.5,fine_fine,25,2.4122141104316777
3,128770.0,161367.0,0.0391,0.7979946333513048,NaDC,0.5,NaC,0.5,fine_fine,26,3.1141550257294752
3,129989.0,159353.0,0.0401,0.8157298576117173,NaDC,0.5,NaC,0.5,fine_fine,27,3.5034244039456595
3,118853.0,146537.0,0.0417,0.8110784307035084,NaDC,0.5,NaC,0.5,fine_fine,28,3.970547657805081
3,117205.0,146131.0,0.0434,0.8020543211228282,NaDC,0.5,NaC,0.5,fine_fine,29,4.437670911664502
3,152021.0,214207.0,0.0414,0.709692026871204,NaDC,0.5,NaC,0.5,fine_fine,30,4.904794165523922
3,156735.0,224871.0,0.039,0.6969996131115173,NaDC,0.5,NaC,0.5,fine_fine,31,5.371917419383344
3,164573.0,239787.0,0.0398,0.6863299511649923,NaDC,0.5,NaC,0.5,fine_fine,32,5.839040673242765
3,163418.0,241473.0,0.0393,0.6767547510487715,NaDC,0.5,NaC,0.5,fine_fine,33,7.006848807891319
3,153598.0,227051.0,0.0398,0.6764911847998908,NaDC,0.5,NaC,0.5,fine_fine,34,9.04580291411879
3,144069.0,208244.0,0.0396,0.6918278557845604,NaDC,0.5,NaC,0.5,fine_fine,35,11.678081346485529
1,163505.0,200781.0,0.0419,0.814344982842002,NaDC,0.05,NaC,0.95,rough_rough,0,1.832
1,167515.0,202728.0,0.0399,0.8263042105678544,NaDC,0.05,NaC,0.95,rough_rough,1,2.447
1,170214.0,205418.0,0.0401,0.828622613402915,NaDC,0.05,NaC,0.95,rough_rough,2,3.268
1,161618.0,195510.0,0.0397,0.8266482532862769,NaDC,0.05,NaC,0.95,rough_rough,3,4.364
1,164095.0,198704.0,0.041,0.8258263547789677,NaDC,0.05,NaC,0.95,rough_rough,4,5.828
1,172089.0,211873.0,0.039,0.8122271360673611,NaDC,0.05,NaC,0.95,rough_rough,5,7.784
1,197051.0,252160.0,0.0389,0.781452252538071,NaDC,0.05,NaC,0.95,rough_rough,6,10.395
1,226578.0,308745.0,0.0441,0.7338677549433998,NaDC,0.05,NaC,0.95,rough_rough,7,13.882
1,223174.0,329866.0,0.0415,0.676559572674965,NaDC,0.05,NaC,0.95,rough_rough,8,18.539
1,245111.0,370392.0,0.0461,0.6617610531544957,NaDC,0.05,NaC,0.95,rough_rough,9,24.759
1,245628.0,372981.0,0.039,0.6585536528670362,NaDC,0.05,NaC,0.95,rough_rough,10,33.065
1,204061.0,304133.0,0.0396,0.6709597445854281,NaDC,0.05,NaC,0.95,rough_rough,11,44.157
2,151727.0,186434.0,0.0419,0.8138376047287512,NaDC,0.05,NaC,0.95,rough_rough,12,1.832
2,154410.0,189522.0,0.0397,0.8147339095197391,NaDC,0.05,NaC,0.95,rough_rough,13,2.447
2,156969.0,195193.0,0.04,0.804173305395173,NaDC,0.05,NaC,0.95,rough_rough,14,3.268
2,148001.0,184871.0,0.0396,0.8005636362652877,NaDC,0.05,NaC,0.95,rough_rough,15,4.364
2,151557.0,189638.0,0.0412,0.7991910903932756,NaDC,0.05,NaC,0.95,rough_rough,16,5.828
2,159954.0,201646.0,0.0391,0.7932416214554219,NaDC,0.05,NaC,0.95,rough_rough,17,7.784
2,184327.0,237076.0,0.0388,0.7775017294032294,NaDC,0.05,NaC,0.95,rough_rough,18,10.395
2,212675.0,291320.0,0.044,0.7300391322257311,NaDC,0.05,NaC,0.95,rough_rough,19,13.882
2,215801.0,317015.0,0.0417,0.6807280412598773,NaDC,0.05,NaC,0.95,rough_rough,20,18.539
2,236491.0,356713.0,0.0463,0.6629727540067225,NaDC,0.05,NaC,0.95,rough_rough,21,24.759
2,236181.0,360992.0,0.0391,0.6542554959666697,NaDC,0.05,NaC,0.95,rough_rough,22,33.065
2,196057.0,292206.0,0.0399,0.6709547374112783,NaDC,0.05,NaC,0.95,rough_rough,23,44.157
3,144161.0,180722.0,0.0417,0.797694801961023,NaDC,0.05,NaC,0.95,rough_rough,24,1.832
3,146044.0,182776.0,0.0396,0.7990326957587429,NaDC,0.05,NaC,0.95,rough_rough,25,2.447
3,148706.0,187183.0,0.04,0.7944418029415065,NaDC,0.05,NaC,0.95,rough_rough,26,3.268
3,140568.0,179471.0,0.0399,0.7832351744850143,NaDC,0.05,NaC,0.95,rough_rough,27,4.364
3,145204.0,183657.0,0.0411,0.7906260039094617,NaDC,0.05,NaC,0.95,rough_rough,28,5.828
3,152778.0,194731.0,0.0388,0.7845592124520492,NaDC,0.05,NaC,0.95,rough_rough,29,7.784
3,174551.0,231186.0,0.0389,0.7550240931544298,NaDC,0.05,NaC,0.95,rough_rough,30,10.395
3,205335.0,285899.0,0.044,0.7182081784126563,NaDC,0.05,NaC,0.95,rough_rough,31,13.882
3,211862.0,310150.0,0.0416,0.683095276479123,NaDC,0.05,NaC,0.95,rough_rough,32,18.539
3,230350.0,348325.0,0.0463,0.6613076867867652,NaDC,0.05,NaC,0.95,rough_rough,33,24.759
3,232292.0,354074.0,0.0391,0.6560549489654705,NaDC,0.05,NaC,0.95,rough_rough,34,33.065
3,193441.0,289899.0,0.0395,0.6672703251822186,NaDC,0.05,NaC,0.95,rough_rough,35,44.157
1,144767.0,183879.0,0.0404,0.7872949058891989,NaDC,0.8,CAPB,0.2,rough_rough,0,0.301
1,139374.0,173231.0,0.039,0.8045557665775757,NaDC,0.8,CAPB,0.2,rough_rough,1,0.43
1,145933.0,177820.0,0.041,0.820678213924193,NaDC,0.8,CAPB,0.2,rough_rough,2,0.614
1,139184.0,170272.0,0.0404,0.8174215373050179,NaDC,0.8,CAPB,0.2,rough_rough,3,0.876
1,136561.0,170692.0,0.0387,0.800043352939798,NaDC,0.8,CAPB,0.2,rough_rough,4,1.25
1,141947.0,178912.0,0.0394,0.7933900465033089,NaDC,0.8,CAPB,0.2,rough_rough,5,1.783
1,150769.0,190693.0,0.0399,0.7906373070852103,NaDC,0.8,CAPB,0.2,rough_rough,6,2.545
1,164240.0,213882.0,0.04,0.7679000570407982,NaDC,0.8,CAPB,0.2,rough_rough,7,3.632
1,169398.0,239447.0,0.0466,0.7074550944467878,NaDC,0.8,CAPB,0.2,rough_rough,8,5.184
1,155800.0,222110.0,0.0393,0.7014542343883661,NaDC,0.8,CAPB,0.2,rough_rough,9,7.398
1,157529.0,225297.0,0.0387,0.6992059370519803,NaDC,0.8,CAPB,0.2,rough_rough,10,10.557
1,127723.0,180935.0,0.0411,0.7059054356536878,NaDC,0.8,CAPB,0.2,rough_rough,11,15.066
2,138450.0,175265.0,0.0402,0.7899466522123642,NaDC,0.8,CAPB,0.2,rough_rough,12,0.301
2,132799.0,165034.0,0.0389,0.8046766120920538,NaDC,0.8,CAPB,0.2,rough_rough,13,0.43
2,136740.0,170764.0,0.0394,0.8007542573376122,NaDC,0.8,CAPB,0.2,rough_rough,14,0.614
2,131112.0,165507.0,0.0404,0.7921840163860139,NaDC,0.8,CAPB,0.2,rough_rough,15,0.876
2,130647.0,164429.0,0.0387,0.7945496232416422,NaDC,0.8,CAPB,0.2,rough_rough,16,1.25
2,135190.0,171770.0,0.0396,0.7870408103859813,NaDC,0.8,CAPB,0.2,rough_rough,17,1.783
2,140912.0,186211.0,0.0399,0.7567329534775067,NaDC,0.8,CAPB,0.2,rough_rough,18,2.545
2,155111.0,210402.0,0.0399,0.7372125740249618,NaDC,0.8,CAPB,0.2,rough_rough,19,3.632
2,161428.0,230886.0,0.0451,0.6991675545507307,NaDC,0.8,CAPB,0.2,rough_rough,20,5.184
2,149551.0,216405.0,0.0391,0.6910699845197662,NaDC,0.8,CAPB,0.2,rough_rough,21,7.398
2,150441.0,216708.0,0.0388,0.6942106428927405,NaDC,0.8,CAPB,0.2,rough_rough,22,10.557
2,124333.0,177703.0,0.0411,0.6996674226096352,NaDC,0.8,CAPB,0.2,rough_rough,23,15.066
3,132933.0,169805.0,0.0404,0.7828568063366803,NaDC,0.8,CAPB,0.2,rough_rough,24,0.301
3,126817.0,159387.0,0.0393,0.7956546016927353,NaDC,0.8,CAPB,0.2,rough_rough,25,0.43
3,130969.0,163873.0,0.0393,0.799210364123437,NaDC,0.8,CAPB,0.2,rough_rough,26,0.614
3,125604.0,160336.0,0.0404,0.7833799022053687,NaDC,0.8,CAPB,0.2,rough_rough,27,0.876
3,125683.0,159414.0,0.0387,0.7884062880299095,NaDC,0.8,CAPB,0.2,rough_rough,28,1.25
3,129335.0,166285.0,0.0397,0.7777911417145262,NaDC,0.8,CAPB,0.2,rough_rough,29,1.783
3,136121.0,181135.0,0.0399,0.7514892207469567,NaDC,0.8,CAPB,0.2,rough_rough,30,2.545
3,148326.0,205743.0,0.04,0.7209285370583689,NaDC,0.8,CAPB,0.2,rough_rough,31,3.632
3,157647.0,226749.0,0.0477,0.6952489316380668,NaDC,0.8,CAPB,0.2,rough_rough,32,5.184
3,145435.0,211381.0,0.0392,0.6880230484291397,NaDC,0.8,CAPB,0.2,rough_rough,33,7.398
3,147324.0,214520.0,0.0388,0.6867611411523401,NaDC,0.8,CAPB,0.2,rough_rough,34,10.557
3,122236.0,175326.0,0.041,0.6971926582480636,NaDC,0.8,CAPB,0.2,rough_rough,35,15.066
1,149350.0,185983.0,0.0401,0.8030303844975079,NaDC,0.2,NaC,0.8,rough_rough,0,1.496
1,180898.0,230743.0,0.0398,0.7839804457773367,NaDC,0.2,NaC,0.8,rough_rough,1,2.011
1,229443.0,287623.0,0.04,0.7977213227036781,NaDC,0.2,NaC,0.8,rough_rough,2,2.702
1,189334.0,237730.0,0.0409,0.7964245152063265,NaDC,0.2,NaC,0.8,rough_rough,3,3.632
1,151003.0,186980.0,0.0389,0.8075890469568938,NaDC,0.2,NaC,0.8,rough_rough,4,4.88
1,164671.0,211743.0,0.0396,0.7776927690643847,NaDC,0.2,NaC,0.8,rough_rough,5,6.559
1,225263.0,311460.0,0.0402,0.7232485712451037,NaDC,0.2,NaC,0.8,rough_rough,6,8.814
1,230023.0,331225.0,0.0402,0.6944614687900974,NaDC,0.2,NaC,0.8,rough_rough,7,11.845
1,245717.0,360714.0,0.0502,0.6811961831256896,NaDC,0.2,NaC,0.8,rough_rough,8,15.919
1,254652.0,379701.0,0.0394,0.6706645492110898,NaDC,0.2,NaC,0.8,rough_rough,9,21.393
1,221982.0,326801.0,0.0397,0.679257407413074,NaDC,0.2,NaC,0.8,rough_rough,10,28.75
1,193665.0,284499.0,0.0425,0.6807229550894731,NaDC,0.2,NaC,0.8,rough_rough,11,38.637
2,143101.0,180453.0,0.0398,0.7930098141898444,NaDC,0.2,NaC,0.8,rough_rough,12,1.496
2,174170.0,220268.0,0.0398,0.790718579185356,NaDC,0.2,NaC,0.8,rough_rough,13,2.011
2,224543.0,282885.0,0.0401,0.7937607154850911,NaDC,0.2,NaC,0.8,rough_rough,14,2.702
2,181739.0,227965.0,0.0409,0.7972232579562653,NaDC,0.2,NaC,0.8,rough_rough,15,3.632
2,141733.0,177603.0,0.0388,0.7980326908892305,NaDC,0.2,NaC,0.8,rough_rough,16,4.88
2,155067.0,202132.0,0.0394,0.7671571052579502,NaDC,0.2,NaC,0.8,rough_rough,17,6.559
2,213363.0,295039.0,0.0402,0.7231688014126946,NaDC,0.2,NaC,0.8,rough_rough,18,8.814
2,219964.0,315643.0,0.04,0.6968759009387188,NaDC,0.2,NaC,0.8,rough_rough,19,11.845
2,240094.0,351752.0,0.0543,0.6825661261343219,NaDC,0.2,NaC,0.8,rough_rough,20,15.919
2,247933.0,371853.0,0.0397,0.6667500329431254,NaDC,0.2,NaC,0.8,rough_rough,21,21.393
2,214243.0,318238.0,0.0397,0.673216272098241,NaDC,0.2,NaC,0.8,rough_rough,22,28.75
2,188787.0,276076.0,0.0421,0.6838225705965024,NaDC,0.2,NaC,0.8,rough_rough,23,38.637
3,138090.0,171987.0,0.0401,0.8029095222313314,NaDC,0.2,NaC,0.8,rough_rough,24,1.496
3,167262.0,212929.0,0.0399,0.7855294487833973,NaDC,0.2,NaC,0.8,rough_rough,25,2.011
3,216534.0,273985.0,0.0402,0.7903133383214409,NaDC,0.2,NaC,0.8,rough_rough,26,2.702
3,171641.0,221291.0,0.0407,0.7756347976194242,NaDC,0.2,NaC,0.8,rough_rough,27,3.632
3,135920.0,171084.0,0.0389,0.7944635383788081,NaDC,0.2,NaC,0.8,rough_rough,28,4.88
3,148715.0,197075.0,0.0394,0.7546111886337689,NaDC,0.2,NaC,0.8,rough_rough,29,6.559
3,210037.0,290629.0,0.0403,0.7226980101779245,NaDC,0.2,NaC,0.8,rough_rough,30,8.814
3,216976.0,312728.0,0.0399,0.6938169911232764,NaDC,0.2,NaC,0.8,rough_rough,31,11.845
3,234856.0,346323.0,0.054,0.6781415037407276,NaDC,0.2,NaC,0.8,rough_rough,32,15.919
3,244077.0,365760.0,0.0395,0.6673146325459317,NaDC,0.2,NaC,0.8,rough_rough,33,21.393
3,210704.0,312034.0,0.0396,0.6752597473352263,NaDC,0.2,NaC,0.8,rough_rough,34,28.75
3,184575.0,271156.0,0.0419,0.6806967207068993,NaDC,0.2,NaC,0.8,rough_rough,35,38.637
1,165436.0,206171.0,0.0406,0.8024212910642137,NaDC,0.2,NaC,0.8,fine_fine,0,3.314919370663768
1,176721.0,213830.0,0.0404,0.8264555955665716,NaDC,0.2,NaC,0.8,fine_fine,1,4.279542505533715
1,177504.0,212697.0,0.0413,0.8345392741787613,NaDC,0.2,NaC,0.8,fine_fine,2,5.524865617772946
1,171572.0,207109.0,0.0417,0.8284140235335017,NaDC,0.2,NaC,0.8,fine_fine,3,6.215473819994564
1,133300.0,164127.0,0.0391,0.8121759369268919,NaDC,0.2,NaC,0.8,fine_fine,4,7.044203662660506
1,131037.0,164199.0,0.039,0.7980377468803098,NaDC,0.2,NaC,0.8,fine_fine,5,7.872933505326448
1,172990.0,242059.0,0.0388,0.7146604753386571,NaDC,0.2,NaC,0.8,fine_fine,6,8.70166334799239
1,172349.0,243391.0,0.0408,0.7081157479117962,NaDC,0.2,NaC,0.8,fine_fine,7,9.530393190658332
1,195193.0,281058.0,0.0405,0.6944936632296537,NaDC,0.2,NaC,0.8,fine_fine,8,10.359123033324272
1,206922.0,301263.0,0.0394,0.6868483683691659,NaDC,0.2,NaC,0.8,fine_fine,9,12.430947639989126
1,197919.0,290521.0,0.0396,0.6812553997817714,NaDC,0.2,NaC,0.8,fine_fine,10,16.04828439575142
1,183577.0,270763.0,0.041,0.6779988403142232,NaDC,0.2,NaC,0.8,fine_fine,11,20.718246066648543
2,153605.0,194084.0,0.0412,0.7914356670307702,NaDC,0.2,NaC,0.8,fine_fine,12,3.314919370663768
2,163533.0,204535.0,0.0408,0.7995355318160706,NaDC,0.2,NaC,0.8,fine_fine,13,4.279542505533715
2,157949.0,195451.0,0.0412,0.8081258218172329,NaDC,0.2,NaC,0.8,fine_fine,14,5.524865617772946
2,158585.0,193135.0,0.0415,0.8211095865586248,NaDC,0.2,NaC,0.8,fine_fine,15,6.215473819994564
2,125108.0,153296.0,0.0391,0.8161204467174616,NaDC,0.2,NaC,0.8,fine_fine,16,7.044203662660506
2,123747.0,153219.0,0.0389,0.8076478765688329,NaDC,0.2,NaC,0.8,fine_fine,17,7.872933505326448
2,164589.0,232966.0,0.0391,0.7064936514341148,NaDC,0.2,NaC,0.8,fine_fine,18,8.70166334799239
2,163613.0,234298.0,0.041,0.6983115519552023,NaDC,0.2,NaC,0.8,fine_fine,19,9.530393190658332
2,189443.0,275373.0,0.0407,0.6879505252875191,NaDC,0.2,NaC,0.8,fine_fine,20,10.359123033324272
2,200818.0,291925.0,0.0393,0.6879095658131369,NaDC,0.2,NaC,0.8,fine_fine,21,12.430947639989126
2,195281.0,283613.0,0.0397,0.6885474220152109,NaDC,0.2,NaC,0.8,fine_fine,22,16.04828439575142
2,178106.0,262969.0,0.0408,0.6772889580140625,NaDC,0.2,NaC,0.8,fine_fine,23,20.718246066648543
3,147409.0,188576.0,0.0405,0.7816954437468182,NaDC,0.2,NaC,0.8,fine_fine,24,3.314919370663768
3,156427.0,197898.0,0.0406,0.7904425512132512,NaDC,0.2,NaC,0.8,fine_fine,25,4.279542505533715
3,151432.0,188873.0,0.0413,0.8017662662212174,NaDC,0.2,NaC,0.8,fine_fine,26,5.524865617772946
3,150994.0,186347.0,0.0416,0.8102840399899113,NaDC,0.2,NaC,0.8,fine_fine,27,6.215473819994564
3,120223.0,148541.0,0.0391,0.8093590321863997,NaDC,0.2,NaC,0.8,fine_fine,28,7.044203662660506
3,118470.0,148268.0,0.039,0.799026087894893,NaDC,0.2,NaC,0.8,fine_fine,29,7.872933505326448
3,159684.0,227413.0,0.039,0.702176216838967,NaDC,0.2,NaC,0.8,fine_fine,30,8.70166334799239
3,159095.0,229661.0,0.0408,0.692738427508371,NaDC,0.2,NaC,0.8,fine_fine,31,9.530393190658332
3,184817.0,270501.0,0.0405,0.683239618337825,NaDC,0.2,NaC,0.8,fine_fine,32,10.359123033324272
3,197391.0,290110.0,0.0393,0.680400537727069,NaDC,0.2,NaC,0.8,fine_fine,33,12.430947639989126
3,191856.0,280488.0,0.04,0.6840078719945238,NaDC,0.2,NaC,0.8,fine_fine,34,16.04828439575142
3,172435.0,259193.0,0.0409,0.6652764542252299,NaDC,0.2,NaC,0.8,fine_fine,35,20.718246066648543
1,155585.0,190274.0,0.0403,0.8176892271145821,NaDC,0.05,NaC,0.95,fine_fine,0,5.252735583496574
1,163105.0,199023.0,0.0447,0.8195283962155128,NaDC,0.05,NaC,0.95,fine_fine,1,6.78125247897111
1,156806.0,189646.0,0.0395,0.8268352614871919,NaDC,0.05,NaC,0.95,fine_fine,2,8.754559305827623
1,166816.0,199610.0,0.0406,0.8357096337858825,NaDC,0.05,NaC,0.95,fine_fine,3,9.848879219056077
1,159078.0,199083.0,0.0422,0.7990536610358494,NaDC,0.05,NaC,0.95,fine_fine,4,11.16206311493022
1,151754.0,191285.0,0.0398,0.7933397809551194,NaDC,0.05,NaC,0.95,fine_fine,5,12.475247010804363
1,221739.0,325311.0,0.0417,0.6816215867277774,NaDC,0.05,NaC,0.95,fine_fine,6,13.788430906678506
1,229557.0,337663.0,0.0391,0.6798405510819959,NaDC,0.05,NaC,0.95,fine_fine,7,15.10161480255265
1,238442.0,356023.0,0.0442,0.6697376293104659,NaDC,0.05,NaC,0.95,fine_fine,8,16.414798698426793
1,236484.0,354214.0,0.0395,0.6676303025854426,NaDC,0.05,NaC,0.95,fine_fine,9,19.697758438112157
1,234198.0,352530.0,0.0404,0.6643349502170028,NaDC,0.05,NaC,0.95,fine_fine,10,25.42969679614167
1,181118.0,265974.0,0.0402,0.6809612969688766,NaDC,0.05,NaC,0.95,fine_fine,11,32.829597396853586
2,142507.0,179462.0,0.0406,0.7940789693639879,NaDC,0.05,NaC,0.95,fine_fine,12,5.252735583496574
2,151941.0,189574.0,0.0446,0.8014864907635013,NaDC,0.05,NaC,0.95,fine_fine,13,6.78125247897111
2,144154.0,179482.0,0.0393,0.8031668913874371,NaDC,0.05,NaC,0.95,fine_fine,14,8.754559305827623
2,153976.0,187151.0,0.0406,0.8227367206159732,NaDC,0.05,NaC,0.95,fine_fine,15,9.848879219056077
2,147730.0,188527.0,0.0419,0.7836012878791897,NaDC,0.05,NaC,0.95,fine_fine,16,11.16206311493022
2,140419.0,179695.0,0.04,0.7814296446757005,NaDC,0.05,NaC,0.95,fine_fine,17,12.475247010804363
2,211428.0,310845.0,0.0418,0.6801717897987744,NaDC,0.05,NaC,0.95,fine_fine,18,13.788430906678506
2,218238.0,323099.0,0.039,0.6754524155135113,NaDC,0.05,NaC,0.95,fine_fine,19,15.10161480255265
2,228055.0,339598.0,0.0445,0.6715440020259248,NaDC,0.05,NaC,0.95,fine_fine,20,16.414798698426793
2,226160.0,340561.0,0.0398,0.6640807373715722,NaDC,0.05,NaC,0.95,fine_fine,21,19.697758438112157
2,223320.0,337597.0,0.0405,0.6614987692426176,NaDC,0.05,NaC,0.95,fine_fine,22,25.42969679614167
2,178204.0,267305.0,0.0402,0.6666691606965826,NaDC,0.05,NaC,0.95,fine_fine,23,32.829597396853586
3,136268.0,171488.0,0.0407,0.7946211979846987,NaDC,0.05,NaC,0.95,fine_fine,24,5.252735583496574
3,143895.0,182013.0,0.0445,0.7905753984605495,NaDC,0.05,NaC,0.95,fine_fine,25,6.78125247897111
3,136285.0,169813.0,0.0394,0.8025592858026181,NaDC,0.05,NaC,0.95,fine_fine,26,8.754559305827623
3,144747.0,179370.0,0.0406,0.8069744104365278,NaDC,0.05,NaC,0.95,fine_fine,27,9.848879219056077
3,142150.0,182781.0,0.0421,0.7777066544115636,NaDC,0.05,NaC,0.95,fine_fine,28,11.16206311493022
3,135138.0,172470.0,0.0399,0.7835449643416247,NaDC,0.05,NaC,0.95,fine_fine,29,12.475247010804363
3,205387.0,302432.0,0.0419,0.6791179504814305,NaDC,0.05,NaC,0.95,fine_fine,30,13.788430906678506
3,212572.0,316266.0,0.0392,0.6721304218600798,NaDC,0.05,NaC,0.95,fine_fine,31,15.10161480255265
3,221605.0,332427.0,0.0445,0.6666275603365551,NaDC,0.05,NaC,0.95,fine_fine,32,16.414798698426793
3,221064.0,334513.0,0.0396,0.6608532403822871,NaDC,0.05,NaC,0.95,fine_fine,33,19.697758438112157
3,217178.0,328668.0,0.0405,0.660782309199557,NaDC,0.05,NaC,0.95,fine_fine,34,25.42969679614167
3,174819.0,263937.0,0.0401,0.66235124291024,NaDC,0.05,NaC,0.95,fine_fine,35,32.829597396853586
1,145898.0,176517.0,0.0411,0.8265379538514704,NaDC,0.5,NaC,0.5,rough_rough,0,1.094
1,144783.0,173908.0,0.0392,0.8325263932654047,NaDC,0.5,NaC,0.5,rough_rough,1,1.482
1,143772.0,175788.0,0.0392,0.817871527066694,NaDC,0.5,NaC,0.5,rough_rough,2,2.008
1,145985.0,175707.0,0.0395,0.8308433926935181,NaDC,0.5,NaC,0.5,rough_rough,3,2.721
1,153237.0,189456.0,0.0409,0.8088263237902205,NaDC,0.5,NaC,0.5,rough_rough,4,3.687
1,175806.0,234228.0,0.038,0.750576361493929,NaDC,0.5,NaC,0.5,rough_rough,5,4.995
1,175739.0,243195.0,0.0393,0.7226258763543658,NaDC,0.5,NaC,0.5,rough_rough,6,6.768
1,190272.0,267688.0,0.0392,0.710797645019575,NaDC,0.5,NaC,0.5,rough_rough,7,9.17
1,180527.0,258759.0,0.0424,0.6976646222933308,NaDC,0.5,NaC,0.5,rough_rough,8,12.424
1,178209.0,258947.0,0.0396,0.6882064669604204,NaDC,0.5,NaC,0.5,rough_rough,9,16.834
1,177659.0,257877.0,0.0389,0.6889292181931697,NaDC,0.5,NaC,0.5,rough_rough,10,22.808
1,143324.0,205750.0,0.0394,0.6965929526123937,NaDC,0.5,NaC,0.5,rough_rough,11,30.903
2,137730.0,169370.0,0.041,0.8131900572710633,NaDC,0.5,NaC,0.5,rough_rough,12,1.094
2,135864.0,164561.0,0.0398,0.8256148176056295,NaDC,0.5,NaC,0.5,rough_rough,13,1.482
2,135340.0,166804.0,0.0393,0.8113714299417281,NaDC,0.5,NaC,0.5,rough_rough,14,2.008
2,136800.0,168927.0,0.0396,0.8098172583423608,NaDC,0.5,NaC,0.5,rough_rough,15,2.721
2,144040.0,182691.0,0.0409,0.7884351172197864,NaDC,0.5,NaC,0.5,rough_rough,16,3.687
2,164051.0,223700.0,0.0382,0.7333527045149754,NaDC,0.5,NaC,0.5,rough_rough,17,4.995
2,167035.0,234232.0,0.0396,0.7131177635848219,NaDC,0.5,NaC,0.5,rough_rough,18,6.768
2,181478.0,262362.0,0.0394,0.6917084028937117,NaDC,0.5,NaC,0.5,rough_rough,19,9.17
2,173857.0,253449.0,0.0421,0.6859644346594383,NaDC,0.5,NaC,0.5,rough_rough,20,12.424
2,172400.0,253331.0,0.0394,0.6805325838527461,NaDC,0.5,NaC,0.5,rough_rough,21,16.834
2,173129.0,255070.0,0.0388,0.6787509311169483,NaDC,0.5,NaC,0.5,rough_rough,22,22.808
2,140322.0,202735.0,0.0394,0.6921449182430266,NaDC,0.5,NaC,0.5,rough_rough,23,30.903
3,131226.0,162403.0,0.0411,0.8080269453150496,NaDC,0.5,NaC,0.5,rough_rough,24,1.094
3,129355.0,157674.0,0.0395,0.8203952458870835,NaDC,0.5,NaC,0.5,rough_rough,25,1.482
3,128635.0,160175.0,0.0393,0.8030903699079133,NaDC,0.5,NaC,0.5,rough_rough,26,2.008
3,130407.0,161651.0,0.0394,0.8067194140463096,NaDC,0.5,NaC,0.5,rough_rough,27,2.721
3,137640.0,175454.0,0.0411,0.784479122733024,NaDC,0.5,NaC,0.5,rough_rough,28,3.687
3,159523.0,219565.0,0.0382,0.726541115387243,NaDC,0.5,NaC,0.5,rough_rough,29,4.995
3,161700.0,231370.0,0.0395,0.6988805808877555,NaDC,0.5,NaC,0.5,rough_rough,30,6.768
3,176457.0,257950.0,0.0395,0.6840744330296569,NaDC,0.5,NaC,0.5,rough_rough,31,9.17
3,170538.0,250137.0,0.0426,0.6817783854447763,NaDC,0.5,NaC,0.5,rough_rough,32,12.424
3,169306.0,250694.0,0.0395,0.675349230536032,NaDC,0.5,NaC,0.5,rough_rough,33,16.834
3,170859.0,252120.0,0.0389,0.6776891956211328,NaDC,0.5,NaC,0.5,rough_rough,34,22.808
3,138487.0,199992.0,0.0403,0.6924626985079403,NaDC,0.5,NaC,0.5,rough_rough,35,30.903
1,129663.0,162214.0,0.0394,0.7993329798907616,NaDC,0.8,CAPB,0.2,fine_fine,0,1.3152023397945265
1,142780.0,176900.0,0.04,0.8071226681741097,NaDC,0.8,CAPB,0.2,fine_fine,1,1.6979189196390765
1,148166.0,180564.0,0.0407,0.8205733147249729,NaDC,0.8,CAPB,0.2,fine_fine,2,2.192003899657544
1,140710.0,177114.0,0.0415,0.794460065268697,NaDC,0.8,CAPB,0.2,fine_fine,3,2.466004387114737
1,122604.0,154003.0,0.0386,0.796114361408544,NaDC,0.8,CAPB,0.2,fine_fine,4,2.7948049720633685
