334_373,334_384,ratio,surfactant_1,assay,time,replicate,concentration,analysis,surfactant_1_ratio,surfactant_2,surfactant_2_ratio
138797.0,172993.0,0.8023272617967201,SDS,b,10,2,4.389381125701739,fine,1.0,N/A,0.0
138958.0,171436.0,0.8105532093609277,SDS,b,10,2,5.666666666666667,fine,1.0,N/A,0.0
128977.0,157681.0,0.8179615806596864,SDS,b,10,2,6.375,fine,1.0,N/A,0.0
116509.0,143873.0,0.8098044803403002,SDS,b,10,2,7.225,fine,1.0,N/A,0.0
115222.0,142052.0,0.8111255033368062,SDS,b,10,2,8.075,fine,1.0,N/A,0.0
133311.0,179161.0,0.7440849291977607,SDS,b,10,2,8.925,fine,1.0,N/A,0.0
156020.0,218324.0,0.714625968743702,SDS,b,10,2,9.775,fine,1.0,N/A,0.0
155389.0,221043.0,0.7029808679759142,SDS,b,10,2,10.625,fine,1.0,N/A,0.0
141255.0,197719.0,0.7144229942494146,SDS,b,10,2,12.75,fine,1.0,N/A,0.0
138057.0,191443.0,0.7211389290807185,SDS,b,10,2,16.460179221381527,fine,1.0,N/A,0.0
119654.0,164027.0,0.7294774640760363,SDS,b,10,2,21.25,fine,1.0,N/A,0.0
122716.0,150858.0,0.8134537114372457,SDS,c,10,2,3.4,fine,1.0,N/A,0.0
133064.0,162994.0,0.8163736088444974,SDS,c,10,2,4.389381125701739,fine,1.0,N/A,0.0
128374.0,158622.0,0.8093076622410511,SDS,c,10,2,5.666666666666667,fine,1.0,N/A,0.0
126595.0,157439.0,0.8040892028023552,SDS,c,10,2,6.375,fine,1.0,N/A,0.0
127864.0,159234.0,0.8029943353806348,SDS,c,10,2,7.225,fine,1.0,N/A,0.0
129644.0,167710.0,0.7730248643491742,SDS,c,10,2,8.075,fine,1.0,N/A,0.0
135879.0,183491.0,0.7405213334713964,SDS,c,10,2,8.925,fine,1.0,N/A,0.0
132821.0,180931.0,0.7340975288922297,SDS,c,10,2,9.775,fine,1.0,N/A,0.0
145593.0,205834.0,0.7073321220012243,SDS,c,10,2,10.625,fine,1.0,N/A,0.0
149328.0,208981.0,0.7145529976409338,SDS,c,10,2,12.75,fine,1.0,N/A,0.0
129409.0,180683.0,0.7162212272322244,SDS,c,10,2,16.460179221381527,fine,1.0,N/A,0.0
116696.0,160418.0,0.7274495380817614,SDS,c,10,2,21.25,fine,1.0,N/A,0.0
128984.0,159831.0,0.8070023962810718,NaC,c,20,3,5.599999999999999,fine,1.0,N/A,0.0
134486.0,167868.0,0.8011413729835347,NaC,c,20,3,7.22956891292051,fine,1.0,N/A,0.0
141360.0,177788.0,0.7951042815038135,NaC,c,20,3,9.333333333333334,fine,1.0,N/A,0.0
146338.0,186666.0,0.7839563712727545,NaC,c,20,3,10.5,fine,1.0,N/A,0.0
153431.0,199146.0,0.770444799292981,NaC,c,20,3,11.9,fine,1.0,N/A,0.0
148786.0,197631.0,0.7528474783814281,NaC,c,20,3,13.3,fine,1.0,N/A,0.0
152939.0,209502.0,0.7300121239892698,NaC,c,20,3,14.7,fine,1.0,N/A,0.0
152241.0,215307.0,0.7070880185038109,NaC,c,20,3,16.1,fine,1.0,N/A,0.0
186213.0,267563.0,0.6959594562775869,NaC,c,20,3,17.5,fine,1.0,N/A,0.0
199399.0,295859.0,0.6739663150352025,NaC,c,20,3,21.0,fine,1.0,N/A,0.0
204859.0,310707.0,0.6593317820325902,NaC,c,20,3,27.110883423451927,fine,1.0,N/A,0.0
226811.0,349122.0,0.6496611499704974,NaC,c,20,3,35.0,fine,1.0,N/A,0.0
138029.0,172115.0,0.8019579932022195,NaC,b,20,3,5.599999999999999,fine,1.0,N/A,0.0
137162.0,170035.0,0.8066692151615844,NaC,b,20,3,7.22956891292051,fine,1.0,N/A,0.0
137448.0,171469.0,0.8015909581323738,NaC,b,20,3,9.333333333333334,fine,1.0,N/A,0.0
166478.0,211963.0,0.7854106612946599,NaC,b,20,3,10.5,fine,1.0,N/A,0.0
143032.0,186974.0,0.7649833666713018,NaC,b,20,3,11.9,fine,1.0,N/A,0.0
156834.0,210374.0,0.7455008698793577,NaC,b,20,3,13.3,fine,1.0,N/A,0.0
174575.0,241832.0,0.7218854411326872,NaC,b,20,3,14.7,fine,1.0,N/A,0.0
171582.0,245400.0,0.6991931540342299,NaC,b,20,3,16.1,fine,1.0,N/A,0.0
187070.0,269917.0,0.6930649051375052,NaC,b,20,3,17.5,fine,1.0,N/A,0.0
225455.0,337593.0,0.6678307903303682,NaC,b,20,3,21.0,fine,1.0,N/A,0.0
213269.0,326602.0,0.652993551784741,NaC,b,20,3,27.110883423451927,fine,1.0,N/A,0.0
189640.0,291729.0,0.6500553595974347,NaC,b,20,3,35.0,fine,1.0,N/A,0.0
119891.0,146367.0,0.8191122315822555,SDS,a,20,2,3.4,fine,1.0,N/A,0.0
126472.0,155972.0,0.8108634883184161,SDS,a,20,2,4.389381125701739,fine,1.0,N/A,0.0
123999.0,152463.0,0.8133055233072942,SDS,a,20,2,5.666666666666667,fine,1.0,N/A,0.0
121490.0,149614.0,0.81202293902977,SDS,a,20,2,6.375,fine,1.0,N/A,0.0
117905.0,144793.0,0.8143004150753144,SDS,a,20,2,7.225,fine,1.0,N/A,0.0
116435.0,146682.0,0.7937920126532226,SDS,a,20,2,8.075,fine,1.0,N/A,0.0
139158.0,187906.0,0.7405724138665077,SDS,a,20,2,8.925,fine,1.0,N/A,0.0
146258.0,199626.0,0.7326600743390139,SDS,a,20,2,9.775,fine,1.0,N/A,0.0
148930.0,208159.0,0.7154626991866794,SDS,a,20,2,10.625,fine,1.0,N/A,0.0
149460.0,208152.0,0.7180329759022253,SDS,a,20,2,12.75,fine,1.0,N/A,0.0
140645.0,195579.0,0.7191211735411266,SDS,a,20,2,16.460179221381527,fine,1.0,N/A,0.0
130144.0,179019.0,0.7269842865841056,SDS,a,20,2,21.25,fine,1.0,N/A,0.0
141933.0,173513.0,0.8179963460951053,NaC,a,5,1,5.599999999999999,fine,1.0,N/A,0.0
155053.0,186644.0,0.8307419472364501,NaC,a,5,1,7.22956891292051,fine,1.0,N/A,0.0
151694.0,189754.0,0.7994245180602253,NaC,a,5,1,9.333333333333334,fine,1.0,N/A,0.0
161038.0,205745.0,0.7827067486451675,NaC,a,5,1,10.5,fine,1.0,N/A,0.0
164872.0,210332.0,0.7838655078637583,NaC,a,5,1,11.9,fine,1.0,N/A,0.0
174591.0,224503.0,0.777677803860082,NaC,a,5,1,13.3,fine,1.0,N/A,0.0
180730.0,237734.0,0.7602194048810856,NaC,a,5,1,14.7,fine,1.0,N/A,0.0
198251.0,273798.0,0.7240776046574482,NaC,a,5,1,16.1,fine,1.0,N/A,0.0
190228.0,270970.0,0.7020260545447835,NaC,a,5,1,17.5,fine,1.0,N/A,0.0
204806.0,304301.0,0.6730375516347301,NaC,a,5,1,21.0,fine,1.0,N/A,0.0
220973.0,336631.0,0.656424987597696,NaC,a,5,1,27.110883423451927,fine,1.0,N/A,0.0
219688.0,335857.0,0.6541117201666186,NaC,a,5,1,35.0,fine,1.0,N/A,0.0
129792.0,161868.0,0.8018385351026762,NaC,a,10,3,5.599999999999999,fine,1.0,N/A,0.0
137314.0,171610.0,0.8001515063224753,NaC,a,10,3,7.22956891292051,fine,1.0,N/A,0.0
140026.0,177330.0,0.7896351435177353,NaC,a,10,3,9.333333333333334,fine,1.0,N/A,0.0
149126.0,190780.0,0.7816647447321522,NaC,a,10,3,10.5,fine,1.0,N/A,0.0
150471.0,195101.0,0.7712466876130825,NaC,a,10,3,11.9,fine,1.0,N/A,0.0
158262.0,208873.0,0.7576948672159638,NaC,a,10,3,13.3,fine,1.0,N/A,0.0
164484.0,222800.0,0.7382585278276481,NaC,a,10,3,14.7,fine,1.0,N/A,0.0
184013.0,257349.0,0.7150328930751625,NaC,a,10,3,16.1,fine,1.0,N/A,0.0
180243.0,256259.0,0.703362613605766,NaC,a,10,3,17.5,fine,1.0,N/A,0.0
194910.0,290956.0,0.6698951044144131,NaC,a,10,3,21.0,fine,1.0,N/A,0.0
212209.0,324404.0,0.6541503803898843,NaC,a,10,3,27.110883423451927,fine,1.0,N/A,0.0
212489.0,327298.0,0.6492218100935538,NaC,a,10,3,35.0,fine,1.0,N/A,0.0
122799.0,151711.0,0.8094271344859635,NaDC,a,10,2,2.135,fine,1.0,N/A,0.0
120363.0,148865.0,0.8085379370570651,NaDC,a,10,2,2.756273148050945,fine,1.0,N/A,0.0
118764.0,146915.0,0.8083858013136848,NaDC,a,10,2,3.5583333333333336,fine,1.0,N/A,0.0
118646.0,147326.0,0.8053296770427487,NaDC,a,10,2,4.003125000000001,fine,1.0,N/A,0.0
116105.0,143811.0,0.8073443616969495,NaDC,a,10,2,4.536875,fine,1.0,N/A,0.0
114088.0,140596.0,0.811459785484651,NaDC,a,10,2,5.070625000000001,fine,1.0,N/A,0.0
153609.0,216257.0,0.7103076432207974,NaDC,a,10,2,5.604375,fine,1.0,N/A,0.0
151103.0,214776.0,0.7035376392148098,NaDC,a,10,2,6.1381250000000005,fine,1.0,N/A,0.0
155937.0,226217.0,0.6893248518015888,NaDC,a,10,2,6.671875,fine,1.0,N/A,0.0
160153.0,233816.0,0.6849531255346084,NaDC,a,10,2,8.006250000000003,fine,1.0,N/A,0.0
145168.0,212612.0,0.6827836622580099,NaDC,a,10,2,10.336024305191044,fine,1.0,N/A,0.0
137820.0,200324.0,0.6879854635490505,NaDC,a,10,2,13.343749999999996,fine,1.0,N/A,0.0
119092.0,148802.0,0.8003387051249311,NaDC,a,10,3,2.135,fine,1.0,N/A,0.0
117508.0,145240.0,0.809060864775544,NaDC,a,10,3,2.756273148050945,fine,1.0,N/A,0.0
114866.0,142940.0,0.8035959143696656,NaDC,a,10,3,3.5583333333333336,fine,1.0,N/A,0.0
115518.0,143789.0,0.803385516277323,NaDC,a,10,3,4.003125000000001,fine,1.0,N/A,0.0
112625.0,140245.0,0.8030589325822668,NaDC,a,10,3,4.536875,fine,1.0,N/A,0.0
110124.0,136384.0,0.8074554199906148,NaDC,a,10,3,5.070625000000001,fine,1.0,N/A,0.0
149973.0,212868.0,0.7045352049157224,NaDC,a,10,3,5.604375,fine,1.0,N/A,0.0
147484.0,211170.0,0.6984136004167258,NaDC,a,10,3,6.1381250000000005,fine,1.0,N/A,0.0
154834.0,224721.0,0.6890054779037117,NaDC,a,10,3,6.671875,fine,1.0,N/A,0.0
159031.0,231052.0,0.6882909474923394,NaDC,a,10,3,8.006250000000003,fine,1.0,N/A,0.0
144145.0,210091.0,0.6861074486770019,NaDC,a,10,3,10.336024305191044,fine,1.0,N/A,0.0
136801.0,198938.0,0.6876564557801929,NaDC,a,10,3,13.343749999999996,fine,1.0,N/A,0.0
133807.0,165801.0,0.8070337332102943,NaC,a,10,2,5.599999999999999,fine,1.0,N/A,0.0
141393.0,176672.0,0.800313575439232,NaC,a,10,2,7.22956891292051,fine,1.0,N/A,0.0
143968.0,180915.0,0.7957770223585662,NaC,a,10,2,9.333333333333334,fine,1.0,N/A,0.0
153471.0,193871.0,0.7916140113787002,NaC,a,10,2,10.5,fine,1.0,N/A,0.0
154739.0,198857.0,0.7781420819986221,NaC,a,10,2,11.9,fine,1.0,N/A,0.0
163193.0,212641.0,0.767457827982374,NaC,a,10,2,13.3,fine,1.0,N/A,0.0
168794.0,226500.0,0.7452273730684327,NaC,a,10,2,14.7,fine,1.0,N/A,0.0
188502.0,261715.0,0.7202567678581663,NaC,a,10,2,16.1,fine,1.0,N/A,0.0
181739.0,259541.0,0.7002323332344408,NaC,a,10,2,17.5,fine,1.0,N/A,0.0
199450.0,294810.0,0.6765374308876904,NaC,a,10,2,21.0,fine,1.0,N/A,0.0
213761.0,326982.0,0.6537393495666428,NaC,a,10,2,27.110883423451927,fine,1.0,N/A,0.0
215408.0,330278.0,0.6522020843047373,NaC,a,10,2,35.0,fine,1.0,N/A,0.0
114743.0,142086.0,0.8075602100136537,SDS,a,20,3,3.4,fine,1.0,N/A,0.0
121578.0,150617.0,0.8071997184912726,SDS,a,20,3,4.389381125701739,fine,1.0,N/A,0.0
118739.0,148088.0,0.8018137863972773,SDS,a,20,3,5.666666666666667,fine,1.0,N/A,0.0
116440.0,144021.0,0.8084932058519244,SDS,a,20,3,6.375,fine,1.0,N/A,0.0
111828.0,137808.0,0.8114768373389063,SDS,a,20,3,7.225,fine,1.0,N/A,0.0
111592.0,142047.0,0.7855991326814364,SDS,a,20,3,8.075,fine,1.0,N/A,0.0
134249.0,182463.0,0.7357601267106207,SDS,a,20,3,8.925,fine,1.0,N/A,0.0
141613.0,197075.0,0.7185741468983889,SDS,a,20,3,9.775,fine,1.0,N/A,0.0
145587.0,205344.0,0.7089907667134174,SDS,a,20,3,10.625,fine,1.0,N/A,0.0
147572.0,208024.0,0.7093989155097489,SDS,a,20,3,12.75,fine,1.0,N/A,0.0
137373.0,193970.0,0.7082177656338609,SDS,a,20,3,16.460179221381527,fine,1.0,N/A,0.0
127608.0,176323.0,0.7237172688758698,SDS,a,20,3,21.25,fine,1.0,N/A,0.0
124775.0,152993.0,0.8155601890282562,SDS,a,20,1,3.4,fine,1.0,N/A,0.0
133340.0,161291.0,0.826704527840983,SDS,a,20,1,4.389381125701739,fine,1.0,N/A,0.0
128238.0,156168.0,0.8211541416935608,SDS,a,20,1,5.666666666666667,fine,1.0,N/A,0.0
126212.0,154522.0,0.8167898422231139,SDS,a,20,1,6.375,fine,1.0,N/A,0.0
119379.0,147853.0,0.8074168261719411,SDS,a,20,1,7.225,fine,1.0,N/A,0.0
119584.0,153505.0,0.7790234845770496,SDS,a,20,1,8.075,fine,1.0,N/A,0.0
146469.0,192704.0,0.7600724427100631,SDS,a,20,1,8.925,fine,1.0,N/A,0.0
153801.0,205813.0,0.7472851569142863,SDS,a,20,1,9.775,fine,1.0,N/A,0.0
152929.0,210173.0,0.7276339015953524,SDS,a,20,1,10.625,fine,1.0,N/A,0.0
151684.0,211034.0,0.7187656965228352,SDS,a,20,1,12.75,fine,1.0,N/A,0.0
144769.0,200026.0,0.7237509123813904,SDS,a,20,1,16.460179221381527,fine,1.0,N/A,0.0
133310.0,183698.0,0.7257019673594705,SDS,a,20,1,21.25,fine,1.0,N/A,0.0
137729.0,170643.0,0.8071177839114408,NaC,a,5,2,5.599999999999999,fine,1.0,N/A,0.0
145707.0,182341.0,0.7990907146500239,NaC,a,5,2,7.22956891292051,fine,1.0,N/A,0.0
148129.0,187725.0,0.7890744440005327,NaC,a,5,2,9.333333333333334,fine,1.0,N/A,0.0
156683.0,198742.0,0.7883738716526955,NaC,a,5,2,10.5,fine,1.0,N/A,0.0
159924.0,204563.0,0.7817836070061546,NaC,a,5,2,11.9,fine,1.0,N/A,0.0
169798.0,219881.0,0.772226795402968,NaC,a,5,2,13.3,fine,1.0,N/A,0.0
175227.0,231927.0,0.7555265234319419,NaC,a,5,2,14.7,fine,1.0,N/A,0.0
191956.0,266868.0,0.719291934589385,NaC,a,5,2,16.1,fine,1.0,N/A,0.0
185432.0,265334.0,0.6988625656719456,NaC,a,5,2,17.5,fine,1.0,N/A,0.0
202069.0,300805.0,0.6717607752530709,NaC,a,5,2,21.0,fine,1.0,N/A,0.0
216076.0,330559.0,0.6536684827821962,NaC,a,5,2,27.110883423451927,fine,1.0,N/A,0.0
214014.0,330660.0,0.6472328071130466,NaC,a,5,2,35.0,fine,1.0,N/A,0.0
127981.0,156243.0,0.8191150963563167,NaDC,a,10,1,2.135,fine,1.0,N/A,0.0
124572.0,153595.0,0.8110420261076207,NaDC,a,10,1,2.756273148050945,fine,1.0,N/A,0.0
122560.0,152980.0,0.8011504771865603,NaDC,a,10,1,3.5583333333333336,fine,1.0,N/A,0.0
124322.0,152979.0,0.8126736349433582,NaDC,a,10,1,4.003125000000001,fine,1.0,N/A,0.0
128117.0,151002.0,0.8484457159507821,NaDC,a,10,1,4.536875,fine,1.0,N/A,0.0
120723.0,145077.0,0.8321305237908145,NaDC,a,10,1,5.070625000000001,fine,1.0,N/A,0.0
159302.0,218710.0,0.728370902107814,NaDC,a,10,1,5.604375,fine,1.0,N/A,0.0
156269.0,218240.0,0.7160419721407625,NaDC,a,10,1,6.1381250000000005,fine,1.0,N/A,0.0
161357.0,229719.0,0.7024103361062863,NaDC,a,10,1,6.671875,fine,1.0,N/A,0.0
164508.0,235774.0,0.6977359674942953,NaDC,a,10,1,8.006250000000003,fine,1.0,N/A,0.0
148444.0,213868.0,0.6940916827201825,NaDC,a,10,1,10.336024305191044,fine,1.0,N/A,0.0
141761.0,202674.0,0.6994533092552572,NaDC,a,10,1,13.343749999999996,fine,1.0,N/A,0.0
140047.0,172005.0,0.8142030754919916,NaC,a,10,1,5.599999999999999,fine,1.0,N/A,0.0
147684.0,180932.0,0.8162403554926713,NaC,a,10,1,7.22956891292051,fine,1.0,N/A,0.0
148622.0,184828.0,0.8041097669184323,NaC,a,10,1,9.333333333333334,fine,1.0,N/A,0.0
159830.0,198983.0,0.8032344471638281,NaC,a,10,1,10.5,fine,1.0,N/A,0.0
161469.0,204662.0,0.7889544712745893,NaC,a,10,1,11.9,fine,1.0,N/A,0.0
168162.0,218473.0,0.7697152508547968,NaC,a,10,1,13.3,fine,1.0,N/A,0.0
180003.0,235315.0,0.7649448611435735,NaC,a,10,1,14.7,fine,1.0,N/A,0.0
200935.0,276362.0,0.7270717392405613,NaC,a,10,1,16.1,fine,1.0,N/A,0.0
185586.0,264312.0,0.702147462090257,NaC,a,10,1,17.5,fine,1.0,N/A,0.0
200728.0,299941.0,0.6692249475730226,NaC,a,10,1,21.0,fine,1.0,N/A,0.0
216463.0,331866.0,0.652260249618822,NaC,a,10,1,27.110883423451927,fine,1.0,N/A,0.0
217846.0,333135.0,0.6539270866165369,NaC,a,10,1,35.0,fine,1.0,N/A,0.0
134028.0,167880.0,0.7983559685489635,NaC,a,5,3,5.599999999999999,fine,1.0,N/A,0.0
141535.0,178095.0,0.7947163030966619,NaC,a,5,3,7.22956891292051,fine,1.0,N/A,0.0
144026.0,183468.0,0.7850197309612575,NaC,a,5,3,9.333333333333334,fine,1.0,N/A,0.0
153082.0,195554.0,0.7828119087310922,NaC,a,5,3,10.5,fine,1.0,N/A,0.0
155426.0,201654.0,0.7707558491277138,NaC,a,5,3,11.9,fine,1.0,N/A,0.0
163999.0,215322.0,0.7616453497552502,NaC,a,5,3,13.3,fine,1.0,N/A,0.0
168624.0,229368.0,0.7351679397300408,NaC,a,5,3,14.7,fine,1.0,N/A,0.0
188304.0,262191.0,0.7181939883520029,NaC,a,5,3,16.1,fine,1.0,N/A,0.0
181725.0,261063.0,0.6960963445605084,NaC,a,5,3,17.5,fine,1.0,N/A,0.0
199146.0,294497.0,0.6762242060190766,NaC,a,5,3,21.0,fine,1.0,N/A,0.0
213814.0,326785.0,0.6542956378046728,NaC,a,5,3,27.110883423451927,fine,1.0,N/A,0.0
212731.0,327741.0,0.6490826597831825,NaC,a,5,3,35.0,fine,1.0,N/A,0.0
133587.0,163789.0,0.8156042225057849,SDS,c,0,2,3.4,fine,1.0,N/A,0.0
146200.0,178638.0,0.8184148949271711,SDS,c,0,2,4.389381125701739,fine,1.0,N/A,0.0
142077.0,174314.0,0.8150636208221944,SDS,c,0,2,5.666666666666667,fine,1.0,N/A,0.0
140868.0,172815.0,0.8151375748632931,SDS,c,0,2,6.375,fine,1.0,N/A,0.0
143276.0,176897.0,0.8099402477147719,SDS,c,0,2,7.225,fine,1.0,N/A,0.0
143681.0,181879.0,0.7899812512714497,SDS,c,0,2,8.075,fine,1.0,N/A,0.0
161865.0,214359.0,0.755111751780891,SDS,c,0,2,8.925,fine,1.0,N/A,0.0
155506.0,210474.0,0.7388371010196034,SDS,c,0,2,9.775,fine,1.0,N/A,0.0
152943.0,210528.0,0.7264734382124943,SDS,c,0,2,10.625,fine,1.0,N/A,0.0
151932.0,211580.0,0.7180829946119671,SDS,c,0,2,12.75,fine,1.0,N/A,0.0
135684.0,188343.0,0.7204090409518803,SDS,c,0,2,16.460179221381527,fine,1.0,N/A,0.0
120507.0,164885.0,0.730854838220578,SDS,c,0,2,21.25,fine,1.0,N/A,0.0
150123.0,186541.0,0.8047721412450882,SDS,b,0,2,3.4,fine,1.0,N/A,0.0
155989.0,193595.0,0.8057491154213694,SDS,b,0,2,4.389381125701739,fine,1.0,N/A,0.0
155792.0,190348.0,0.8184588227877362,SDS,b,0,2,5.666666666666667,fine,1.0,N/A,0.0
140552.0,169101.0,0.831171903182122,SDS,b,0,2,6.375,fine,1.0,N/A,0.0
127534.0,157467.0,0.8099093778378962,SDS,b,0,2,7.225,fine,1.0,N/A,0.0
129092.0,159966.0,0.8069964867534352,SDS,b,0,2,8.075,fine,1.0,N/A,0.0
138495.0,181972.0,0.761078627481151,SDS,b,0,2,8.925,fine,1.0,N/A,0.0
161164.0,223204.0,0.7220479919714701,SDS,b,0,2,9.775,fine,1.0,N/A,0.0
159246.0,224585.0,0.709067836231271,SDS,b,0,2,10.625,fine,1.0,N/A,0.0
147929.0,207640.0,0.7124301675977653,SDS,b,0,2,12.75,fine,1.0,N/A,0.0
142154.0,197832.0,0.7185591815277609,SDS,b,0,2,16.460179221381527,fine,1.0,N/A,0.0
119088.0,162295.0,0.7337749160479374,SDS,b,0,2,21.25,fine,1.0,N/A,0.0
122878.0,145568.0,0.8441278302923719,SDS,a,30,1,3.4,fine,1.0,N/A,0.0
127781.0,156013.0,0.8190407209655606,SDS,a,30,1,4.389381125701739,fine,1.0,N/A,0.0
120662.0,148115.0,0.8146507781116025,SDS,a,30,1,5.666666666666667,fine,1.0,N/A,0.0
120627.0,145436.0,0.8294163755878875,SDS,a,30,1,6.375,fine,1.0,N/A,0.0
115976.0,141279.0,0.8209004876874836,SDS,a,30,1,7.225,fine,1.0,N/A,0.0
115694.0,148076.0,0.7813150004051973,SDS,a,30,1,8.075,fine,1.0,N/A,0.0
143424.0,190081.0,0.7545414849458915,SDS,a,30,1,8.925,fine,1.0,N/A,0.0
153450.0,205766.0,0.7457500267293916,SDS,a,30,1,9.775,fine,1.0,N/A,0.0
154209.0,210939.0,0.7310596902422027,SDS,a,30,1,10.625,fine,1.0,N/A,0.0
154531.0,215477.0,0.7171577476946496,SDS,a,30,1,12.75,fine,1.0,N/A,0.0
146096.0,202503.0,0.7214510402315027,SDS,a,30,1,16.460179221381527,fine,1.0,N/A,0.0
136329.0,186105.0,0.73253808334005,SDS,a,30,1,21.25,fine,1.0,N/A,0.0
135681.0,166286.0,0.8159496289525275,NaDC,a,5,1,2.135,fine,1.0,N/A,0.0
130336.0,160172.0,0.8137252453612367,NaDC,a,5,1,2.756273148050945,fine,1.0,N/A,0.0
128899.0,157316.0,0.8193635739530626,NaDC,a,5,1,3.5583333333333336,fine,1.0,N/A,0.0
127227.0,156554.0,0.8126716660066176,NaDC,a,5,1,4.003125000000001,fine,1.0,N/A,0.0
126763.0,153832.0,0.8240353112486348,NaDC,a,5,1,4.536875,fine,1.0,N/A,0.0
122968.0,151298.0,0.8127536385147193,NaDC,a,5,1,5.070625000000001,fine,1.0,N/A,0.0
163680.0,225148.0,0.7269884698065273,NaDC,a,5,1,5.604375,fine,1.0,N/A,0.0
161462.0,227872.0,0.7085644572391518,NaDC,a,5,1,6.1381250000000005,fine,1.0,N/A,0.0
162132.0,230600.0,0.7030875975715525,NaDC,a,5,1,6.671875,fine,1.0,N/A,0.0
164947.0,237013.0,0.6959407289895491,NaDC,a,5,1,8.006250000000003,fine,1.0,N/A,0.0
148617.0,213041.0,0.697598114916847,NaDC,a,5,1,10.336024305191044,fine,1.0,N/A,0.0
142074.0,202892.0,0.7002444650355855,NaDC,a,5,1,13.343749999999996,fine,1.0,N/A,0.0
143804.0,183155.0,0.7851491905762878,SDS,b,0,3,3.4,fine,1.0,N/A,0.0
147970.0,186736.0,0.7924021077885357,SDS,b,0,3,4.389381125701739,fine,1.0,N/A,0.0
147250.0,181239.0,0.812463101208901,SDS,b,0,3,5.666666666666667,fine,1.0,N/A,0.0
134336.0,164332.0,0.8174670788403963,SDS,b,0,3,6.375,fine,1.0,N/A,0.0
123534.0,151832.0,0.8136229516834396,SDS,b,0,3,7.225,fine,1.0,N/A,0.0
124007.0,154245.0,0.8039612305099031,SDS,b,0,3,8.075,fine,1.0,N/A,0.0
135957.0,179169.0,0.7588198851363797,SDS,b,0,3,8.925,fine,1.0,N/A,0.0
158777.0,222712.0,0.7129252128309207,SDS,b,0,3,9.775,fine,1.0,N/A,0.0
156984.0,221722.0,0.7080217569749506,SDS,b,0,3,10.625,fine,1.0,N/A,0.0
147046.0,205894.0,0.714183026217374,SDS,b,0,3,12.75,fine,1.0,N/A,0.0
139617.0,195691.0,0.7134564185373881,SDS,b,0,3,16.460179221381527,fine,1.0,N/A,0.0
117474.0,161317.0,0.728218352684466,SDS,b,0,3,21.25,fine,1.0,N/A,0.0
129400.0,158984.0,0.813918381723947,SDS,c,0,3,3.4,fine,1.0,N/A,0.0
140629.0,172219.0,0.8165707616465082,SDS,c,0,3,4.389381125701739,fine,1.0,N/A,0.0
136939.0,168297.0,0.8136746347231383,SDS,c,0,3,5.666666666666667,fine,1.0,N/A,0.0
135442.0,167000.0,0.8110299401197605,SDS,c,0,3,6.375,fine,1.0,N/A,0.0
137320.0,171532.0,0.800550334631439,SDS,c,0,3,7.225,fine,1.0,N/A,0.0
136857.0,175240.0,0.7809689568591646,SDS,c,0,3,8.075,fine,1.0,N/A,0.0
154751.0,207465.0,0.7459137685874726,SDS,c,0,3,8.925,fine,1.0,N/A,0.0
150446.0,207902.0,0.7236390222316283,SDS,c,0,3,9.775,fine,1.0,N/A,0.0
148172.0,207483.0,0.714140435601953,SDS,c,0,3,10.625,fine,1.0,N/A,0.0
148636.0,208987.0,0.7112212721365444,SDS,c,0,3,12.75,fine,1.0,N/A,0.0
132440.0,185076.0,0.715597916531587,SDS,c,0,3,16.460179221381527,fine,1.0,N/A,0.0
117119.0,161087.0,0.7270543246816937,SDS,c,0,3,21.25,fine,1.0,N/A,0.0
159406.0,199199.0,0.8002349409384585,SDS,b,0,1,3.4,fine,1.0,N/A,0.0
159647.0,195936.0,0.81479156459252,SDS,b,0,1,4.389381125701739,fine,1.0,N/A,0.0
161083.0,194403.0,0.8286034680534765,SDS,b,0,1,5.666666666666667,fine,1.0,N/A,0.0
153487.0,185975.0,0.8253098534749295,SDS,b,0,1,6.375,fine,1.0,N/A,0.0
133856.0,165019.0,0.8111550791121023,SDS,b,0,1,7.225,fine,1.0,N/A,0.0
134743.0,169997.0,0.7926198697624076,SDS,b,0,1,8.075,fine,1.0,N/A,0.0
140256.0,184481.0,0.7602734156905047,SDS,b,0,1,8.925,fine,1.0,N/A,0.0
163935.0,226426.0,0.7240113767853515,SDS,b,0,1,9.775,fine,1.0,N/A,0.0
168329.0,230640.0,0.7298343739160597,SDS,b,0,1,10.625,fine,1.0,N/A,0.0
153918.0,212477.0,0.7243984054744749,SDS,b,0,1,12.75,fine,1.0,N/A,0.0
147640.0,203512.0,0.7254609064821731,SDS,b,0,1,16.460179221381527,fine,1.0,N/A,0.0
121754.0,165459.0,0.7358560126677908,SDS,b,0,1,21.25,fine,1.0,N/A,0.0
145531.0,175172.0,0.8307891672185053,SDS,c,0,1,3.4,fine,1.0,N/A,0.0
156613.0,188797.0,0.8295311895845803,SDS,c,0,1,4.389381125701739,fine,1.0,N/A,0.0
150886.0,182204.0,0.8281157384031086,SDS,c,0,1,5.666666666666667,fine,1.0,N/A,0.0
148636.0,180579.0,0.8231078918368138,SDS,c,0,1,6.375,fine,1.0,N/A,0.0
148813.0,182212.0,0.8167025223366189,SDS,c,0,1,7.225,fine,1.0,N/A,0.0
150506.0,188670.0,0.7977208883235278,SDS,c,0,1,8.075,fine,1.0,N/A,0.0
