concentration,surfactant volume,water volume,probe volume,total volume
0.108,19.072543191528887,955.9274568084711,25,1000.0
0.154,27.196033810143042,947.803966189857,25,1000.0
0.219,38.67487924948913,936.3251207505109,25,1000.0
0.313,55.27505573100502,919.7249442689949,25,1000.0
0.446,78.76253947612855,896.2374605238715,25,1000.0
0.637,112.49268530559168,862.5073146944084,25,1000.0
0.909,160.52723852870145,814.4727614712986,25,1000.0
1.298,229.2237135426342,745.7762864573658,25,1000.0
1.852,327.05879621029163,647.9412037897084,25,1000.0
2.643,466.7475153260263,508.2524846739737,25,1000.0
3.772,666.1262307263607,308.87376927363925,25,1000.0
5.383,950.625,24.375,25,1000.0
