concentration,surfactant volume,water volume,probe volume,total volume
0.459956900511859,152.1,822.9,25,1000.0
0.5938018052185372,196.36025565271606,778.6397443472839,25,1000.0
0.7665948341864316,253.49999999999997,721.5,25,1000.0
0.8624191884597356,285.18750000000006,689.8125,25,1000.0
0.9774084135877004,323.21250000000003,651.7874999999999,25,1000.0
1.092397638715665,361.2375,613.7625,25,1000.0
1.2073868638436298,399.26249999999993,575.7375000000001,25,1000.0
1.3223760889715945,437.28749999999997,537.7125000000001,25,1000.0
1.4373653140995593,475.3125,499.6875,25,1000.0
1.7248383769194713,570.3750000000001,404.6249999999999,25,1000.0
2.2267567695695143,736.3509586976851,238.6490413023149,25,1000.0
2.8747306281991185,950.625,24.375,25,1000.0
