concentration,surfactant volume,water volume,probe volume,total volume
0.548,21.917809660047123,953.0821903399528,25,1000.0
0.772,30.876914338606532,944.1230856613935,25,1000.0
1.088,43.51565129585999,931.48434870414,25,1000.0
1.533,61.31387264389094,913.6861273561091,25,1000.0
2.159,86.35137054022213,888.6486294597779,25,1000.0
3.042,121.6678412150791,853.3321587849209,25,1000.0
4.285,171.38287298047794,803.6171270195221,25,1000.0
6.036,241.4158742847526,733.5841257152474,25,1000.0
8.502,340.0460177549647,634.9539822450354,25,1000.0
11.977,479.0321282817233,495.9678717182767,25,1000.0
16.873,674.8525591130932,300.1474408869068,25,1000.0
23.768,950.6249999999999,24.375000000000114,25,1000.0
