sample_id,replicate,334_373,334_384,600,ratio
B5,1,58587.0,71565.0,0.0407,0.8186543701530078
B6,1,58134.0,72374.0,0.0406,0.8032442589880344
B7,1,55512.0,69058.0,0.0396,0.803846042457065
B8,1,57322.0,71236.0,0.0424,0.8046774102981639
C1,1,59406.0,78472.0,0.0429,0.7570343562034866
C2,1,61832.0,83095.0,0.0401,0.7441121607798303
C3,1,64694.0,88421.0,0.039,0.7316587688445053
C4,1,69289.0,94977.0,0.0392,0.7295345188835192
C5,1,70340.0,95672.0,0.0415,0.7352203361485073
C6,1,77504.0,105704.0,0.0414,0.7332172860062061
C7,1,73704.0,100425.0,0.0398,0.7339208364451083
C8,1,67929.0,91921.0,0.042,0.7389932659566367
B5,2,53314.0,66989.0,0.0405,0.7958620071952112
B6,2,53635.0,67568.0,0.0405,0.7937929197253137
B7,2,50303.0,63770.0,0.0396,0.7888191939783598
B8,2,51448.0,66040.0,0.0425,0.7790430042398546
C1,2,55289.0,74491.0,0.0429,0.7422238928192667
C2,2,57325.0,78021.0,0.0401,0.7347380833365376
C3,2,60780.0,83512.0,0.0388,0.7277995976626114
C4,2,65427.0,91132.0,0.0389,0.7179366194092086
C5,2,66612.0,92189.0,0.0415,0.7225590905639502
C6,2,73973.0,100631.0,0.0414,0.735091572179547
C7,2,71107.0,95821.0,0.0397,0.7420815896306655
C8,2,65007.0,88112.0,0.0421,0.7377769202832758
B5,3,51074.0,64124.0,0.0406,0.7964880543946105
B6,3,51752.0,64807.0,0.0404,0.798555711574367
B7,3,49045.0,62073.0,0.0399,0.7901180867688045
B8,3,49867.0,63995.0,0.0426,0.7792327525587937
C1,3,55241.0,74059.0,0.043,0.7459052917268664
C2,3,57117.0,76784.0,0.04,0.7438659095644926
C3,3,60461.0,82071.0,0.0391,0.7366914013476137
C4,3,65222.0,89916.0,0.039,0.7253658970594777
C5,3,66365.0,91143.0,0.0416,0.7281414919412352
C6,3,72443.0,100194.0,0.0414,0.7230273269856479
C7,3,70905.0,94377.0,0.0398,0.7512953367875648
C8,3,65727.0,86941.0,0.0418,0.7559954451869658
