concentration,surfactant volume,water volume,probe volume,total volume
0.5565189589427432,152.10000000000002,822.9,25,1000.0
0.7184628866113112,196.36025565271606,778.6397443472839,25,1000.0
0.9275315982379052,253.49999999999997,721.5,25,1000.0
1.0434730480176433,285.18749999999994,689.8125,25,1000.0
1.1826027877533292,323.2125,651.7875,25,1000.0
1.321732527489015,361.2375,613.7625,25,1000.0
1.4608622672247007,399.26249999999993,575.7375000000001,25,1000.0
1.5999920069603866,437.2875,537.7125,25,1000.0
1.7391217466960724,475.3125,499.6875,25,1000.0
2.0869460960352866,570.3749999999999,404.6250000000001,25,1000.0
2.694235824792417,736.3509586976851,238.6490413023149,25,1000.0
3.478243493392145,950.625,24.375,25,1000.0
